pnode_id,pnode_name,pnode_subtype,pnode_voltage,sub_id,sub_name,sub_city,sub_state,sub_max_volt,sub_lat,sub_lng,match_score
93159,GILBERT CT 3,AGGREGATE,,132948,GILBERT,MILFORD,NJ,230,40.56637695100005,-75.16470925599998,73.6842105263158
93159,GILBERT CT 3,AGGREGATE,,144391,GILBERT,MILFORD,NJ,230,40.568729304000044,-75.16213125899998,73.6842105263158
93159,GILBERT CT 3,AGGREGATE,,153958,GILBERT,GILBERT,WV,46,37.61547188800006,-81.86294443099996,73.6842105263158
93160,GILBERT CT 4,AGGREGATE,,132948,GILBERT,MILFORD,NJ,230,40.56637695100005,-75.16470925599998,73.6842105263158
93160,GILBERT CT 4,AGGREGATE,,144391,GILBERT,MILFORD,NJ,230,40.568729304000044,-75.16213125899998,73.6842105263158
93160,GILBERT CT 4,AGGREGATE,,153958,GILBERT,GILBERT,WV,46,37.61547188800006,-81.86294443099996,73.6842105263158
93162,GLEN GARDNER CT 2,AGGREGATE,,143613,GLEN GARDNER,GLEN GARDNER,NJ,230,40.68102219000008,-74.92037348299993,82.75862068965517
93163,GLEN GARDNER CT 3,AGGREGATE,,143613,GLEN GARDNER,GLEN GARDNER,NJ,230,40.68102219000008,-74.92037348299993,82.75862068965517
93164,GLEN GARDNER CT 4,AGGREGATE,,143613,GLEN GARDNER,GLEN GARDNER,NJ,230,40.68102219000008,-74.92037348299993,82.75862068965517
93165,GLEN GARDNER CT 5,AGGREGATE,,143613,GLEN GARDNER,GLEN GARDNER,NJ,230,40.68102219000008,-74.92037348299993,82.75862068965517
93166,GLEN GARDNER CT 6,AGGREGATE,,143613,GLEN GARDNER,GLEN GARDNER,NJ,230,40.68102219000008,-74.92037348299993,82.75862068965517
93167,GLEN GARDNER CT 7,AGGREGATE,,143613,GLEN GARDNER,GLEN GARDNER,NJ,230,40.68102219000008,-74.92037348299993,82.75862068965517
93168,GLEN GARDNER CT 8,AGGREGATE,,143613,GLEN GARDNER,GLEN GARDNER,NJ,230,40.68102219000008,-74.92037348299993,82.75862068965517
93169,HUNTERSTOWN CT 2,AGGREGATE,,123463,HUNTERSTOWN,GETTYSBURG,PA,115,39.86816982900007,-77.16455018799996,81.4814814814815
93169,HUNTERSTOWN CT 2,AGGREGATE,,122658,HUNTERTOWN,HUNTERTOWN,IN,138,41.221262214000035,-85.17766623099999,76.92307692307692
93170,HUNTERSTOWN CT 3,AGGREGATE,,123463,HUNTERSTOWN,GETTYSBURG,PA,115,39.86816982900007,-77.16455018799996,81.4814814814815
93170,HUNTERSTOWN CT 3,AGGREGATE,,122658,HUNTERTOWN,HUNTERTOWN,IN,138,41.221262214000035,-85.17766623099999,76.92307692307692
93172,MOUNTAIN CT 2,AGGREGATE,,147790,BENT MOUNTAIN,BENT MOUNTAIN,VA,138,37.17836790300004,-80.11946680499994,76.92307692307692
93172,MOUNTAIN CT 2,AGGREGATE,,125613,MOUNTAIN,MT HOLLY SPRINGS,PA,115,40.12302923000004,-77.17270045699996,76.19047619047619
93176,SAYREVILLE 5,AGGREGATE,,140895,SAYREVILLE,SAYREVILLE,NJ,500,40.47418398600007,-74.35333330699996,90.9090909090909
93176,SAYREVILLE 5,AGGREGATE,,140903,SAYREVILLE,SAYREVILLE,NJ,230,40.479221841000026,-74.35357566299996,90.9090909090909
93176,SAYREVILLE 5,AGGREGATE,,144026,SAVILLE,CRUM LYNNE,PA,138,39.85614097100006,-75.34581623599996,73.6842105263158
93177,SAYREVILLE CT 2,AGGREGATE,,140895,SAYREVILLE,SAYREVILLE,NJ,500,40.47418398600007,-74.35333330699996,80.0
93177,SAYREVILLE CT 2,AGGREGATE,,140903,SAYREVILLE,SAYREVILLE,NJ,230,40.479221841000026,-74.35357566299996,80.0
93178,SAYREVILLE CT 3,AGGREGATE,,140895,SAYREVILLE,SAYREVILLE,NJ,500,40.47418398600007,-74.35333330699996,80.0
93178,SAYREVILLE CT 3,AGGREGATE,,140903,SAYREVILLE,SAYREVILLE,NJ,230,40.479221841000026,-74.35357566299996,80.0
93179,SAYREVILLE CT 4,AGGREGATE,,140895,SAYREVILLE,SAYREVILLE,NJ,500,40.47418398600007,-74.35333330699996,80.0
93179,SAYREVILLE CT 4,AGGREGATE,,140903,SAYREVILLE,SAYREVILLE,NJ,230,40.479221841000026,-74.35357566299996,80.0
93180,SEWARD 5,AGGREGATE,,147690,SEWARD,SEWARD,PA,230,40.406635735000066,-79.03108177099995,85.71428571428572
93181,SHAWVILLE 2,AGGREGATE,,147793,SHAWSVILLE,SHAWSVILLE,VA,138,37.14759537000003,-80.26555338599997,85.71428571428572
93181,SHAWVILLE 2,AGGREGATE,,144026,SAVILLE,CRUM LYNNE,PA,138,39.85614097100006,-75.34581623599996,77.77777777777779
93181,SHAWVILLE 2,AGGREGATE,,154281,HANVILLE,NORTH FAIRFIELD,OH,-999999,41.115683733000026,-82.61245452299994,73.6842105263158
93182,SHAWVILLE 4,AGGREGATE,,147793,SHAWSVILLE,SHAWSVILLE,VA,138,37.14759537000003,-80.26555338599997,85.71428571428572
93182,SHAWVILLE 4,AGGREGATE,,144026,SAVILLE,CRUM LYNNE,PA,138,39.85614097100006,-75.34581623599996,77.77777777777779
93182,SHAWVILLE 4,AGGREGATE,,154281,HANVILLE,NORTH FAIRFIELD,OH,-999999,41.115683733000026,-82.61245452299994,73.6842105263158
93187,WARREN 2,AGGREGATE,,147901,WARRENTON,WARRENTON,VA,230,38.69742368000004,-77.76746381499999,70.58823529411764
93188,WERNER CT 2,AGGREGATE,,132954,WERNER,SOUTH AMBOY,NJ,230,40.490034415000025,-74.28146959399999,70.58823529411764
93189,WERNER CT 3,AGGREGATE,,132954,WERNER,SOUTH AMBOY,NJ,230,40.490034415000025,-74.28146959399999,70.58823529411764
93190,WERNER CT 4,AGGREGATE,,132954,WERNER,SOUTH AMBOY,NJ,230,40.490034415000025,-74.28146959399999,70.58823529411764
113736,BERGENCC,AGGREGATE,,132405,BERGEN,RIDGEFIELD,NJ,345,40.83407160300004,-74.01649311099999,85.71428571428572
113736,BERGENCC,AGGREGATE,,132405,BERGEN,RIDGEFIELD,NJ,345,40.83407160300004,-74.01649311099999,85.71428571428572
113738,BURLINGTONCC,AGGREGATE,,143967,BURLINGTON,BURLINGTON,NJ,230,40.07523364700006,-74.87408384499997,90.9090909090909
113738,BURLINGTONCC,AGGREGATE,,147330,BURLINGTON,ROANOKE,VA,138,37.36126086500008,-79.96992234499999,90.9090909090909
113738,BURLINGTONCC,AGGREGATE,,147976,BURLINGTON DP,CLARKSVILLE,VA,115,36.57215819100003,-78.44491332399997,80.0
113745,GILBERTCC,AGGREGATE,,132948,GILBERT,MILFORD,NJ,230,40.56637695100005,-75.16470925599998,87.5
113745,GILBERTCC,AGGREGATE,,144391,GILBERT,MILFORD,NJ,230,40.568729304000044,-75.16213125899998,87.5
113745,GILBERTCC,AGGREGATE,,153958,GILBERT,GILBERT,WV,46,37.61547188800006,-81.86294443099996,87.5
113745,GILBERTCC,AGGREGATE,,132948,GILBERT,MILFORD,NJ,230,40.56637695100005,-75.16470925599998,87.5
113745,GILBERTCC,AGGREGATE,,144391,GILBERT,MILFORD,NJ,230,40.568729304000044,-75.16213125899998,87.5
113745,GILBERTCC,AGGREGATE,,153958,GILBERT,GILBERT,WV,46,37.61547188800006,-81.86294443099996,87.5
113749,HAYROAD,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,93.33333333333333
113749,HAYROAD,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,93.33333333333333
113749,HAYROAD,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,75.0
113749,HAYROAD,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,75.0
113749,HAYROAD,AGGREGATE,,123012,HARFORD,ABERDEEN,MD,115,39.49002967000007,-76.17163121599998,71.42857142857143
113749,HAYROAD,AGGREGATE,,123012,HARFORD,ABERDEEN,MD,115,39.49002967000007,-76.17163121599998,71.42857142857143
113809,SUNBURYGEN,AGGREGATE,,147498,SUNBURY,SELINSGROVE,PA,500,40.83624110100004,-76.82768482299997,82.35294117647058
206839,CAMDENGEN,AGGREGATE,,143962,CAMDEN,MERCHANTVILLE,NJ,230,39.96580840800004,-75.04466349499995,80.0
206839,CAMDENGEN,AGGREGATE,,143962,CAMDEN,MERCHANTVILLE,NJ,230,39.96580840800004,-75.04466349499995,80.0
210014,DOVER 1,AGGREGATE,,152287,DOVER,DOVER,OH,69,40.520343136000065,-81.46801670199994,83.33333333333334
210014,DOVER 1,AGGREGATE,,147328,ANDOVER,ANDOVER,OH,-999999,41.60368486700003,-80.61219604299998,71.42857142857143
210015,DOVER 2,AGGREGATE,,152287,DOVER,DOVER,OH,69,40.520343136000065,-81.46801670199994,83.33333333333334
210015,DOVER 2,AGGREGATE,,147328,ANDOVER,ANDOVER,OH,-999999,41.60368486700003,-80.61219604299998,71.42857142857143
210016,DOVER 3,AGGREGATE,,152287,DOVER,DOVER,OH,69,40.520343136000065,-81.46801670199994,83.33333333333334
210016,DOVER 3,AGGREGATE,,147328,ANDOVER,ANDOVER,OH,-999999,41.60368486700003,-80.61219604299998,71.42857142857143
210020,BETHLEHEM STEEL,AGGREGATE,,131525,BETHLEHEM,WHEELING,WV,138,40.03404822600004,-80.68771657599996,75.0
254698,NLEBNON,AGGREGATE,,154596,LEBANON,LEBANON,VA,138,36.922644931000036,-82.07051378699998,85.71428571428572
254698,NLEBNON,AGGREGATE,,108812,LEON,LEON,WV,-999999,38.75939317000007,-81.94938556799997,72.72727272727273
254698,NLEBNON,AGGREGATE,,153897,ENON,FAIRBORN,OH,69,39.83626660700003,-83.96832836399994,72.72727272727273
278218,CARLLS CORNER CT 1,AGGREGATE,,133196,CARLLS CORNER,UPPER DEERFIELD TWP,NJ,69,39.45435735700005,-75.19979148499993,83.87096774193549
278219,CARLLS CORNER CT 2,AGGREGATE,,133196,CARLLS CORNER,UPPER DEERFIELD TWP,NJ,69,39.45435735700005,-75.19979148499993,83.87096774193549
278220,CEDAR STATION CT 1,AGGREGATE,,133191,CEDAR STATION,STAFFORD TWP,NJ,230,39.69025615800007,-74.26131484599995,83.87096774193549
278221,CEDAR STATION CT 2,AGGREGATE,,133191,CEDAR STATION,STAFFORD TWP,NJ,230,39.69025615800007,-74.26131484599995,83.87096774193549
278221,CEDAR STATION CT 2,AGGREGATE,,127661,32ND ST STATION,ANDERSON,IN,-999999,40.083388471000035,-85.66660656399995,72.72727272727273
278222,CUMBERLAND CT,AGGREGATE,,170586,CUMBERLAND,KINGSPORT,TN,-999999,36.54378691800008,-82.55907210599997,86.95652173913044
278222,CUMBERLAND CT,AGGREGATE,,132614,CUMBERLAND (NJ),MILLVILLE,NJ,230,39.37610594300003,-74.96639012799994,78.57142857142857
278223,MICKLETON 1 CT,AGGREGATE,,144379,MICKLETON,EAST GREENWICH TWP,NJ,230,39.811856781000074,-75.24921164599994,78.26086956521739
278227,MISSOURI AVE CT B,AGGREGATE,,162552,MISSOURI AVENUE,ATLANTIC CITY,NJ,-999999,39.365669000000025,-74.44299499999994,75.0
278228,MISSOURI AVE CT C,AGGREGATE,,162552,MISSOURI AVENUE,ATLANTIC CITY,NJ,-999999,39.365669000000025,-74.44299499999994,75.0
278229,MISSOURI AVE CT D,AGGREGATE,,162552,MISSOURI AVENUE,ATLANTIC CITY,NJ,-999999,39.365669000000025,-74.44299499999994,75.0
278241,CHRISTIANA 11,AGGREGATE,,129248,CHRISTIANA,WILMINGTON,DE,138,39.73162558400003,-75.53828893399998,86.95652173913044
278242,CHRISTIANA 14,AGGREGATE,,129248,CHRISTIANA,WILMINGTON,DE,138,39.73162558400003,-75.53828893399998,86.95652173913044
278243,DELAWARE CITY 1,AGGREGATE,,129073,DELAWARE CITY PLANT,NEW CASTLE,DE,138,39.59366381500007,-75.63096830299997,76.47058823529412
278244,DELAWARE CITY 10,AGGREGATE,,129073,DELAWARE CITY PLANT,NEW CASTLE,DE,138,39.59366381500007,-75.63096830299997,74.28571428571429
278245,DELAWARE CITY 2,AGGREGATE,,129073,DELAWARE CITY PLANT,NEW CASTLE,DE,138,39.59366381500007,-75.63096830299997,76.47058823529412
278246,DELAWARE CITY 3,AGGREGATE,,129073,DELAWARE CITY PLANT,NEW CASTLE,DE,138,39.59366381500007,-75.63096830299997,76.47058823529412
278247,EDGE MOOR 10,AGGREGATE,,129074,EDGE MOOR,WILMINGTON,DE,230,39.73905413500006,-75.50451858799994,85.71428571428572
278247,EDGE MOOR 10,AGGREGATE,,129075,EDGEMOOR,WILMINGTON,DE,230,39.740814629000056,-75.50974412899996,80.0
278248,EDGE MOOR 3,AGGREGATE,,129074,EDGE MOOR,WILMINGTON,DE,230,39.73905413500006,-75.50451858799994,90.0
278248,EDGE MOOR 3,AGGREGATE,,129075,EDGEMOOR,WILMINGTON,DE,230,39.740814629000056,-75.50974412899996,84.21052631578947
278249,EDGE MOOR 4,AGGREGATE,,129074,EDGE MOOR,WILMINGTON,DE,230,39.73905413500006,-75.50451858799994,90.0
278249,EDGE MOOR 4,AGGREGATE,,129075,EDGEMOOR,WILMINGTON,DE,230,39.740814629000056,-75.50974412899996,84.21052631578947
278250,EDGE MOOR 5,AGGREGATE,,129074,EDGE MOOR,WILMINGTON,DE,230,39.73905413500006,-75.50451858799994,90.0
278250,EDGE MOOR 5,AGGREGATE,,129075,EDGEMOOR,WILMINGTON,DE,230,39.740814629000056,-75.50974412899996,84.21052631578947
278251,HAY ROAD 1,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,88.88888888888889
278251,HAY ROAD 1,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,73.6842105263158
278252,HAY ROAD 2,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,88.88888888888889
278252,HAY ROAD 2,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,73.6842105263158
278253,HAY ROAD 3,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,88.88888888888889
278253,HAY ROAD 3,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,73.6842105263158
278254,HAY ROAD 4,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,88.88888888888889
278254,HAY ROAD 4,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,73.6842105263158
278255,MADISON STREET 1,AGGREGATE,,140875,MINUE STREET,CARTERET,NJ,230,40.59098004600003,-74.23794251399994,71.42857142857143
278256,TASLEY 10,AGGREGATE,,121578,TASLEY,ONLEY,VA,69,37.70603558200003,-75.70276562099997,80.0
278257,WEST SUB,AGGREGATE,,146466,WEST RUN,MORGANTOWN,WV,138,39.66984677800008,-79.95989071099996,75.0
278257,WEST SUB,AGGREGATE,,146333,SOUTHWEST,RICHMOND,VA,230,37.502079655000045,-77.53233239699995,70.58823529411764
278257,WEST SUB,AGGREGATE,,161409,SOUTHWEST,WASHINGTON,DC,138,38.87629881000004,-76.99853535499994,70.58823529411764
292885,BAYVIEW,AGGREGATE,,121581,BAYVIEW,CAPE CHARLES,VA,69,37.27162161000007,-75.96784376399995,100.0
292885,BAYVIEW,AGGREGATE,,152329,WAYVIEW,NORTH CANTON,OH,-999999,40.88885088500007,-81.43023544099998,85.71428571428572
292887,OYSTER CREEK 1,AGGREGATE,,141125,OYSTER CREEK,KENILWORTH,NJ,230,39.81372155300005,-74.20917904599997,92.3076923076923
292887,OYSTER CREEK 1,AGGREGATE,,146591,OTTER CREEK,BROGUE,PA,230,39.86442866300007,-76.45382947899998,80.0
292887,OYSTER CREEK 1,AGGREGATE,,157646,GOOSE CREEK,LEESBURG,VA,500,39.07550887000008,-77.53146441299998,72.0
292899,CRISFIELD,AGGREGATE,,123266,CRISFIELD,CRISFIELD,MD,69,37.99400693100006,-75.83825348599999,100.0
292899,CRISFIELD,AGGREGATE,,153851,BRIMFIELD,KENT,OH,-999999,41.11724567500005,-81.33320426099993,77.77777777777779
292899,CRISFIELD,AGGREGATE,,108945,WINFIELD,WINFIELD,WV,69,38.52448368600005,-81.91141620699995,70.58823529411764
338268,PEPCO DC,AGGREGATE,,146186,PEPCO 117,WASHINGTON,DC,-999999,38.895621478000066,-77.02329362299997,70.58823529411764
338269,PEPCO MD,AGGREGATE,,146186,PEPCO 117,WASHINGTON,DC,-999999,38.895621478000066,-77.02329362299997,70.58823529411764
480914,SUNBURY 1,AGGREGATE,,147498,SUNBURY,SELINSGROVE,PA,500,40.83624110100004,-76.82768482299997,87.5
480915,SUNBURY 2,AGGREGATE,,147498,SUNBURY,SELINSGROVE,PA,500,40.83624110100004,-76.82768482299997,87.5
480916,SUNBURY 3,AGGREGATE,,147498,SUNBURY,SELINSGROVE,PA,500,40.83624110100004,-76.82768482299997,87.5
615729,POTOMAC 5,AGGREGATE,,139352,POTOMAC,POTOMAC,MD,-999999,39.01940871200003,-77.21000700699994,87.5
615730,POTOMAC 4,AGGREGATE,,139352,POTOMAC,POTOMAC,MD,-999999,39.01940871200003,-77.21000700699994,87.5
615731,POTOMAC 3,AGGREGATE,,139352,POTOMAC,POTOMAC,MD,-999999,39.01940871200003,-77.21000700699994,87.5
615732,POTOMAC 2,AGGREGATE,,139352,POTOMAC,POTOMAC,MD,-999999,39.01940871200003,-77.21000700699994,87.5
615733,POTOMAC 1,AGGREGATE,,139352,POTOMAC,POTOMAC,MD,-999999,39.01940871200003,-77.21000700699994,87.5
615735,MORGANTOWN CT 6,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,80.0
615735,MORGANTOWN CT 6,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,80.0
615736,MORGANTOWN CT 5,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,80.0
615736,MORGANTOWN CT 5,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,80.0
615737,MORGANTOWN CT 4,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,80.0
615737,MORGANTOWN CT 4,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,80.0
615738,MORGANTOWN CT 3,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,80.0
615738,MORGANTOWN CT 3,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,80.0
615739,MORGANTOWN CT 2,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,80.0
615739,MORGANTOWN CT 2,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,80.0
615740,MORGANTOWN CT 1,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,80.0
615740,MORGANTOWN CT 1,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,80.0
615741,MORGANTOWN 2,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,90.9090909090909
615741,MORGANTOWN 2,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,90.9090909090909
615741,MORGANTOWN 2,AGGREGATE,,146467,SOUTH MORGANTOWN,MORGANTOWN,WV,-999999,39.59426274900005,-79.95679589099996,71.42857142857143
615742,MORGANTOWN 1,AGGREGATE,,122912,MORGANTOWN,NEWBURG,MD,230,38.359401956000056,-76.96373603099994,90.9090909090909
615742,MORGANTOWN 1,AGGREGATE,,146449,MORGANTOWN,MORGANTOWN,WV,-999999,39.64508001200005,-79.97380201499999,90.9090909090909
615742,MORGANTOWN 1,AGGREGATE,,146467,SOUTH MORGANTOWN,MORGANTOWN,WV,-999999,39.59426274900005,-79.95679589099996,71.42857142857143
615744,DICKERSON H2 CT,AGGREGATE,,122978,DICKERSON,DICKERSON,MD,230,39.20767558400007,-77.45287868299994,75.0
615744,DICKERSON H2 CT,AGGREGATE,,122979,DICKERSON,LEESBURG,MD,230,39.20901815900004,-77.46250946599997,75.0
615745,DICKERSON H1 CT,AGGREGATE,,122978,DICKERSON,DICKERSON,MD,230,39.20767558400007,-77.45287868299994,75.0
615745,DICKERSON H1 CT,AGGREGATE,,122979,DICKERSON,LEESBURG,MD,230,39.20901815900004,-77.46250946599997,75.0
615746,DICKERSON D CT,AGGREGATE,,122978,DICKERSON,DICKERSON,MD,230,39.20767558400007,-77.45287868299994,78.26086956521739
615746,DICKERSON D CT,AGGREGATE,,122979,DICKERSON,LEESBURG,MD,230,39.20901815900004,-77.46250946599997,78.26086956521739
615747,DICKERSON 3,AGGREGATE,,122978,DICKERSON,DICKERSON,MD,230,39.20767558400007,-77.45287868299994,90.0
615747,DICKERSON 3,AGGREGATE,,122979,DICKERSON,LEESBURG,MD,230,39.20901815900004,-77.46250946599997,90.0
615748,DICKERSON 2,AGGREGATE,,122978,DICKERSON,DICKERSON,MD,230,39.20767558400007,-77.45287868299994,90.0
615748,DICKERSON 2,AGGREGATE,,122979,DICKERSON,LEESBURG,MD,230,39.20901815900004,-77.46250946599997,90.0
615749,DICKERSON 1,AGGREGATE,,122978,DICKERSON,DICKERSON,MD,230,39.20767558400007,-77.45287868299994,90.0
615749,DICKERSON 1,AGGREGATE,,122979,DICKERSON,LEESBURG,MD,230,39.20901815900004,-77.46250946599997,90.0
615750,CHALKPOINT CT 6,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,76.92307692307692
615751,CHALKPOINT CT 5,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,76.92307692307692
615752,CHALKPOINT CT 4,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,76.92307692307692
615753,CHALKPOINT CT 3,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,76.92307692307692
615754,CHALKPOINT CT 2,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,76.92307692307692
615755,CHALKPOINT CT 1,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,76.92307692307692
615756,CHALKPOINT 4,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,86.95652173913044
615757,CHALKPOINT 3,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,86.95652173913044
615758,CHALKPOINT 2,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,86.95652173913044
615759,CHALKPOINT 1,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,86.95652173913044
615760,BERLIN DPL,AGGREGATE,,108907,BERWIND,WAR,WV,-999999,37.25626776100006,-81.64839057499995,70.58823529411764
659783,GIRARD,AGGREGATE,,151294,GIRARD,GIRARD,OH,-999999,41.15651137300006,-80.70366747999998,100.0
684708,BENNING 16,AGGREGATE,,133894,BENNING (69KV),WASHINGTON,DC,115,38.89985840300005,-76.95561928599994,75.0
684708,BENNING 16,AGGREGATE,,133893,BENNING (115KV),WASHINGTON,DC,115,38.89738257400006,-76.95801659299997,72.0
684708,BENNING 16,AGGREGATE,,147333,BENNINGTON,ROANOKE,VA,138,37.308572592000075,-79.93011713899995,70.0
684709,BENNING 15,AGGREGATE,,133893,BENNING (115KV),WASHINGTON,DC,115,38.89738257400006,-76.95801659299997,80.0
684709,BENNING 15,AGGREGATE,,147333,BENNINGTON,ROANOKE,VA,138,37.308572592000075,-79.93011713899995,70.0
684784,HUNLOCK 4,AGGREGATE,,123663,HUNLOCK UNIT 4,HUNLOCK CREEK,PA,69,41.20196361700005,-76.06953600599996,78.26086956521739
734084,CROYDON CT 12,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734085,CROYDON CT 11,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734087,CROMBY 2,AGGREGATE,,146513,CROMBY,EAST PIKELAND TWP,PA,230,40.150716713000065,-75.52983797499996,85.71428571428572
734088,CROMBY 1,AGGREGATE,,146513,CROMBY,EAST PIKELAND TWP,PA,230,40.150716713000065,-75.52983797499996,85.71428571428572
734089,CHESTER CT 9,AGGREGATE,,143625,CHESTER,CHESTER,NJ,230,40.79420234200006,-74.69924700599995,73.6842105263158
734089,CHESTER CT 9,AGGREGATE,,150375,SOUTH CHESTER,CHESTER,WV,-999999,40.59441775000005,-80.56807299899998,72.0
734090,CHESTER CT 8,AGGREGATE,,143625,CHESTER,CHESTER,NJ,230,40.79420234200006,-74.69924700599995,73.6842105263158
734090,CHESTER CT 8,AGGREGATE,,150375,SOUTH CHESTER,CHESTER,WV,-999999,40.59441775000005,-80.56807299899998,72.0
734091,DELAWARE CT 11,AGGREGATE,,124045,DELAWARE,MUNCIE,IN,138,40.23832324700004,-85.40767586599998,72.72727272727273
734091,DELAWARE CT 11,AGGREGATE,,144043,DELAWARE,PHILADELPHIA,PA,69,39.967710434000026,-75.12680701199997,72.72727272727273
734092,DELAWARE CT 10,AGGREGATE,,124045,DELAWARE,MUNCIE,IN,138,40.23832324700004,-85.40767586599998,72.72727272727273
734092,DELAWARE CT 10,AGGREGATE,,144043,DELAWARE,PHILADELPHIA,PA,69,39.967710434000026,-75.12680701199997,72.72727272727273
734093,CROYDON CT 42,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734094,CROYDON CT 41,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734095,CROYDON CT 32,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734096,CROYDON CT 31,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734097,CROYDON CT 22,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734098,CROYDON CT 21,AGGREGATE,,143957,CROYDON,CROYDON,PA,230,40.080705299000044,-74.89133972099995,70.0
734102,EDDYSTONE CT 40,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,75.0
734103,EDDYSTONE CT 30,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,75.0
734104,EDDYSTONE 4,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,90.0
734104,EDDYSTONE 4,AGGREGATE,,146704,KEYSTONE,SHELOCTA,PA,500,40.65770284200005,-79.33851666499999,73.6842105263158
734105,EDDYSTONE 3,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,90.0
