pnode_id,pnode_name,pnode_subtype,pnode_voltage,sub_id,sub_name,sub_city,sub_state,sub_max_volt,sub_lat,sub_lng,match_score
734105,EDDYSTONE 3,AGGREGATE,,146704,KEYSTONE,SHELOCTA,PA,500,40.65770284200005,-79.33851666499999,73.6842105263158
734106,EDDYSTONE 2,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,90.0
734106,EDDYSTONE 2,AGGREGATE,,123966,EASTON 2,EASTON,MD,-999999,38.794976844000075,-76.06913722199994,73.6842105263158
734106,EDDYSTONE 2,AGGREGATE,,146704,KEYSTONE,SHELOCTA,PA,500,40.65770284200005,-79.33851666499999,73.6842105263158
734107,EDDYSTONE 1,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,90.0
734107,EDDYSTONE 1,AGGREGATE,,146704,KEYSTONE,SHELOCTA,PA,500,40.65770284200005,-79.33851666499999,73.6842105263158
734108,EDDYSTONE CT 20,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,75.0
734109,EDDYSTONE CT 10,AGGREGATE,,144027,EDDYSTONE,CRUM LYNNE,PA,230,39.86029213900008,-75.32603277299995,75.0
734111,DELAWARE CT 9,AGGREGATE,,124045,DELAWARE,MUNCIE,IN,138,40.23832324700004,-85.40767586599998,76.19047619047619
734111,DELAWARE CT 9,AGGREGATE,,144043,DELAWARE,PHILADELPHIA,PA,69,39.967710434000026,-75.12680701199997,76.19047619047619
734112,DELAWARE CT 12,AGGREGATE,,124045,DELAWARE,MUNCIE,IN,138,40.23832324700004,-85.40767586599998,72.72727272727273
734112,DELAWARE CT 12,AGGREGATE,,144043,DELAWARE,PHILADELPHIA,PA,69,39.967710434000026,-75.12680701199997,72.72727272727273
734113,DELAWARE 8,AGGREGATE,,124045,DELAWARE,MUNCIE,IN,138,40.23832324700004,-85.40767586599998,88.88888888888889
734113,DELAWARE 8,AGGREGATE,,144043,DELAWARE,PHILADELPHIA,PA,69,39.967710434000026,-75.12680701199997,88.88888888888889
734114,DELAWARE 7,AGGREGATE,,124045,DELAWARE,MUNCIE,IN,138,40.23832324700004,-85.40767586599998,88.88888888888889
734114,DELAWARE 7,AGGREGATE,,144043,DELAWARE,PHILADELPHIA,PA,69,39.967710434000026,-75.12680701199997,88.88888888888889
734115,CONOWINGO 8,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734116,CONOWINGO 9,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734117,CONOWINGO 10,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,85.71428571428572
734118,CONOWINGO 11,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,85.71428571428572
734119,SCHUYLKILL 1,AGGREGATE,,144039,SCHUYLKILL,PHILADELPHIA,PA,230,39.942033483000046,-75.18655430699994,90.9090909090909
734119,SCHUYLKILL 1,AGGREGATE,,144040,SCHUYLKILL,PHILADELPHIA,PA,230,39.942943627000034,-75.18783921599999,90.9090909090909
734120,SCHUYLKILL 3,AGGREGATE,,144039,SCHUYLKILL,PHILADELPHIA,PA,230,39.942033483000046,-75.18655430699994,90.9090909090909
734120,SCHUYLKILL 3,AGGREGATE,,144040,SCHUYLKILL,PHILADELPHIA,PA,230,39.942943627000034,-75.18783921599999,90.9090909090909
734121,SCHUYLKILL CT 10,AGGREGATE,,144039,SCHUYLKILL,PHILADELPHIA,PA,230,39.942033483000046,-75.18655430699994,76.92307692307692
734121,SCHUYLKILL CT 10,AGGREGATE,,144040,SCHUYLKILL,PHILADELPHIA,PA,230,39.942943627000034,-75.18783921599999,76.92307692307692
734122,SCHUYLKILL CT 11,AGGREGATE,,144039,SCHUYLKILL,PHILADELPHIA,PA,230,39.942033483000046,-75.18655430699994,76.92307692307692
734122,SCHUYLKILL CT 11,AGGREGATE,,144040,SCHUYLKILL,PHILADELPHIA,PA,230,39.942943627000034,-75.18783921599999,76.92307692307692
734123,SCHUYLKILL DIESEL,AGGREGATE,,144039,SCHUYLKILL,PHILADELPHIA,PA,230,39.942033483000046,-75.18655430699994,74.07407407407408
734123,SCHUYLKILL DIESEL,AGGREGATE,,144040,SCHUYLKILL,PHILADELPHIA,PA,230,39.942943627000034,-75.18783921599999,74.07407407407408
734124,RICHMOND CT 92,AGGREGATE,,143959,RICHMOND,PHILADELPHIA,PA,230,39.984671872000035,-75.07733244399998,72.72727272727273
734125,RICHMOND CT 91,AGGREGATE,,143959,RICHMOND,PHILADELPHIA,PA,230,39.984671872000035,-75.07733244399998,72.72727272727273
734134,MUDDY RUN,AGGREGATE,,124872,MUDDY RUN,ELK GROVE VILLAGE,PA,230,39.80774878900007,-76.29936540299997,100.0
734135,MERCK,AGGREGATE,,132613,MERCER,TRENTON,NJ,230,40.180142266000075,-74.73273882399997,72.72727272727273
734138,SOUTHWARK CT 3,AGGREGATE,,144025,SOUTHWARK,PHILADELPHIA,PA,69,39.914075798000056,-75.13658234199994,78.26086956521739
734139,SOUTHWARK CT 4,AGGREGATE,,144025,SOUTHWARK,PHILADELPHIA,PA,69,39.914075798000056,-75.13658234199994,78.26086956521739
734140,SOUTHWARK CT 5,AGGREGATE,,144025,SOUTHWARK,PHILADELPHIA,PA,69,39.914075798000056,-75.13658234199994,78.26086956521739
734141,SOUTHWARK CT 6,AGGREGATE,,144025,SOUTHWARK,PHILADELPHIA,PA,69,39.914075798000056,-75.13658234199994,78.26086956521739
734142,CONOWINGO 1,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734143,CONOWINGO 2,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734144,CONOWINGO 3,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734145,CONOWINGO 4,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734146,CONOWINGO 5,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734147,CONOWINGO 6,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734148,CONOWINGO 7,AGGREGATE,,123007,CONOWINGO,DARLINGTON,MD,230,39.65724347100007,-76.17533160499994,90.0
734149,MONTENAY,AGGREGATE,,146988,MONETA,MONETA,VA,138,37.19526387800005,-79.61744947099999,71.42857142857143
734149,MONTENAY,AGGREGATE,,144500,FRONTENAC,AURORA,IL,138,41.74774644200005,-88.23444252699994,70.58823529411764
734150,KIMBERLY CLARK,AGGREGATE,,151295,KIMBERLY,YOUNGSTOWN,OH,-999999,41.101848956000026,-80.75737130399995,72.72727272727273
740165,CHESTER CT 7,AGGREGATE,,143625,CHESTER,CHESTER,NJ,230,40.79420234200006,-74.69924700599995,73.6842105263158
740165,CHESTER CT 7,AGGREGATE,,150375,SOUTH CHESTER,CHESTER,WV,-999999,40.59441775000005,-80.56807299899998,72.0
904121,RAYSTOWN,AGGREGATE,,147547,RAYSTOWN,HUNTINGDON,PA,230,40.45576666000005,-78.03609612499997,100.0
904121,RAYSTOWN,AGGREGATE,,111419,GASTON,LITTLETON,NC,232,36.498793601000045,-77.81135660399997,71.42857142857143
904121,RAYSTOWN,AGGREGATE,,122913,EASTON,EASTON,MD,-999999,38.77894463600006,-76.07798381999999,71.42857142857143
910606,SUSQUEHANNA 2,AGGREGATE,,146475,SUSQUEHANNA,BERWICK,PA,500,41.09199356400006,-76.14705656799998,91.66666666666666
910607,SUSQUEHANNA 1,AGGREGATE,,146475,SUSQUEHANNA,BERWICK,PA,500,41.09199356400006,-76.14705656799998,91.66666666666666
918820,SEWAREN 2,AGGREGATE,,132286,SEWAREN,ELMER,NJ,230,40.55687262500004,-74.24800582099994,87.5
989099,SCHUYLKILL NUG,AGGREGATE,,144039,SCHUYLKILL,PHILADELPHIA,PA,230,39.942033483000046,-75.18655430699994,83.33333333333334
989099,SCHUYLKILL NUG,AGGREGATE,,144040,SCHUYLKILL,PHILADELPHIA,PA,230,39.942943627000034,-75.18783921599999,83.33333333333334
1064503,NORTHAMPTON,AGGREGATE,,108928,NORTH POINT,LOGAN,WV,138,37.92050453300004,-81.97562482899997,72.72727272727273
1064503,NORTHAMPTON,AGGREGATE,,155003,NORTON,NORTON,OH,-999999,41.01179739100007,-81.64636381499997,70.58823529411764
1064503,NORTHAMPTON,AGGREGATE,,146766,NORTHEAST,MIDDLE RIVER,MD,230,39.36503840000006,-76.42790756799997,70.0
1071887,KENT CT1,AGGREGATE,,153846,EAST KENT,KENT,OH,-999999,41.14989199200005,-81.34961221799995,70.58823529411764
1071888,KENT CT2,AGGREGATE,,153846,EAST KENT,KENT,OH,-999999,41.14989199200005,-81.34961221799995,70.58823529411764
1080786,IRONWOOD,AGGREGATE,,123854,IRONWOOD LLC,SOUTH LEBANON TWP,PA,230,40.351118238000026,-76.36696378899995,80.0
1080786,IRONWOOD,AGGREGATE,,144049,LINWOOD,MARCUS HOOK,PA,230,39.81803013600006,-75.43314741199998,80.0
1080786,IRONWOOD,AGGREGATE,,139349,LONGWOOD,BETHESDA,MD,-999999,39.007958408000036,-77.14850933799994,75.0
1080787,HAY ROAD 7,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,88.88888888888889
1080787,HAY ROAD 7,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,73.6842105263158
1082063,MARION,AGGREGATE,,152437,MARION,COLUMBUS,OH,138,39.92233884800004,-82.97151186799994,100.0
1082063,MARION,AGGREGATE,,153664,MARION,FINDLAY,OH,-999999,41.05902710500004,-83.58606511099998,100.0
1082063,MARION,AGGREGATE,,177079,MARION,JERSEY CITY,NJ,345,40.749163499000076,-74.07164517099994,100.0
1104241,HANDSOME LAKE,AGGREGATE,,146427,HANDSOME LAKE,ROCKLAND TWP,PA,345,41.29145587200003,-79.80819622599995,100.0
1104241,HANDSOME LAKE,AGGREGATE,,123530,HANDSOME LAKE ENERGY LLC,ROCKLAND TWP,PA,345,41.29117740400005,-79.80649136899996,70.27027027027026
1127186,HAY ROAD 6,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,88.88888888888889
1127186,HAY ROAD 6,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,73.6842105263158
1128245,INDIAN RIVER 1,AGGREGATE,,146373,NI RIVER DP,SPOTSYLVANIA,VA,115,38.243256459000065,-77.58614836999999,72.0
1128246,INDIAN RIVER 2,AGGREGATE,,146373,NI RIVER DP,SPOTSYLVANIA,VA,115,38.243256459000065,-77.58614836999999,72.0
1128247,INDIAN RIVER 3,AGGREGATE,,146373,NI RIVER DP,SPOTSYLVANIA,VA,115,38.243256459000065,-77.58614836999999,72.0
1128248,INDIAN RIVER 4,AGGREGATE,,146373,NI RIVER DP,SPOTSYLVANIA,VA,115,38.243256459000065,-77.58614836999999,72.0
1377587,HAY ROAD 5,AGGREGATE,,130225,HAY ROAD,WILMINGTON,DE,230,39.74310043700007,-75.50722115299999,88.88888888888889
1377587,HAY ROAD 5,AGGREGATE,,134711,EASY ROAD,DIXON,IL,345,41.82769814100004,-89.40725961199996,73.6842105263158
1856782,CLAYTON G1,AGGREGATE,,121138,CLAYTOR,RADFORD,VA,-999999,37.074673638000036,-80.58412392199995,70.58823529411764
1856782,CLAYTON G1,AGGREGATE,,150378,CLAYTOR,RADFORD,VA,138,37.07236378300007,-80.58238534399999,70.58823529411764
2333553,MIDDLESEX,AGGREGATE,,143617,MIDDLESEX,PISCATAWAY,NJ,230,40.560811053000066,-74.46217089299995,100.0
4198416,RED OAK B STEAM,AGGREGATE,,140904,READ OAK STATION,SAYREVILLE,NJ,230,40.44924698300008,-74.34708117799994,70.96774193548387
4198418,RED OAK A CT3,AGGREGATE,,117044,RED OAK (AP),JEWELL RIDGE,VA,69,37.21217184200003,-81.75237775499994,72.0
4198419,RED OAK A CT2,AGGREGATE,,117044,RED OAK (AP),JEWELL RIDGE,VA,69,37.21217184200003,-81.75237775499994,72.0
4665060,CAMDEN TECH,AGGREGATE,,143962,CAMDEN,MERCHANTVILLE,NJ,230,39.96580840800004,-75.04466349499995,70.58823529411764
5022431,BEDINGTON,EHV,500 KV,147521,BEDINGTON,MARTINSBURG,WV,500,39.51558068400004,-77.91731837199995,100.0
5022431,BEDINGTON,EHV,500 KV,143948,EDDINGTON,BENSALEM,PA,230,40.07397745500003,-74.94604397699999,88.88888888888889
5022431,BEDINGTON,EHV,500 KV,147333,BENNINGTON,ROANOKE,VA,138,37.308572592000075,-79.93011713899995,84.21052631578947
5022432,BELMONT,EHV,765 KV,151012,BELMONT,YOUNGSTOWN,OH,-999999,41.10530269100008,-80.65597869599998,100.0
5022432,BELMONT,EHV,765 KV,153839,BELMONT,SAINT MARYS,WV,765,39.34476495200005,-81.30863969199999,100.0
5022432,BELMONT,EHV,765 KV,146336,ELMONT,GLEN ALLEN,VA,500,37.69779580000005,-77.48471146699995,92.3076923076923
5022433,BLACKOAK,EHV,500 KV,146915,BLACK OAK,RAWLINGS,MD,500,39.49979614700004,-78.91605627499996,94.11764705882352
5022433,BLACKOAK,EHV,500 KV,146948,BLACK OAK,RAWLINGS,MD,-999999,39.49763629800003,-78.91849737599995,94.11764705882352
5022434,CABOT,EHV,500 KV,146389,CABOT,CABOT,PA,500,40.80177936500007,-79.79607462099995,100.0
5022435,DOUBS,EHV,500 KV,146349,DOUBS,ADAMSTOWN,MD,500,39.29642643200003,-77.51476199999996,100.0
5022435,DOUBS,EHV,500 KV,147377,DUBOIS,DUBOIS,PA,115,41.11998525700005,-78.73105811699998,72.72727272727273
5022436,FORTMARTIN,EHV,500 KV,146435,FORT MARTIN,DILLINER,WV,500,39.71802127600006,-79.93357996699996,95.23809523809523
5022437,HARRISON,EHV,500 KV,116775,HARRISON,CENTREVILLE,VA,115,38.81146882500008,-77.45130041899995,100.0
5022437,HARRISON,EHV,500 KV,140957,HARRISON,HARRISON,NJ,-999999,40.74505057400006,-74.15427588799997,100.0
5022437,HARRISON,EHV,500 KV,147602,HARRISON,WASHINGTON,DC,138,38.95736009500007,-77.08443832299997,100.0
5022438,HARRISONTAP,EHV,500 KV,116775,HARRISON,CENTREVILLE,VA,115,38.81146882500008,-77.45130041899995,84.21052631578947
5022438,HARRISONTAP,EHV,500 KV,140957,HARRISON,HARRISON,NJ,-999999,40.74505057400006,-74.15427588799997,84.21052631578947
5022438,HARRISONTAP,EHV,500 KV,147602,HARRISON,WASHINGTON,DC,138,38.95736009500007,-77.08443832299997,84.21052631578947
5022439,HATFIELD,EHV,500 KV,146450,HATFIELD,CARMICHAELS,PA,500,39.85824864800003,-79.93320914999998,100.0
5022439,HATFIELD,EHV,500 KV,116745,HAYFIELD,ALEXANDRIA,VA,230,38.763114803000065,-77.15040431899996,87.5
5022439,HATFIELD,EHV,500 KV,121509,HATFIELD (KP),BELFRY,KY,138,37.65178700000007,-82.34073999999998,76.19047619047619
5022440,MEADOWBROOK,EHV,500 KV,124024,MEADOWBROOK,ANDERSON,IN,138,40.06802656600007,-85.66959287899994,100.0
5022440,MEADOWBROOK,EHV,500 KV,143620,MEADOW ROAD,EDISON,NJ,138,40.496980327000074,-74.39128623499994,72.72727272727273
5022441,PLEASANTS,EHV,500 KV,146181,SEAT PLEASANT,SEAT PLEASANT,MD,-999999,38.89521829600005,-76.90975881399999,81.81818181818181
5022441,PLEASANTS,EHV,500 KV,146543,MT. PLEASANT,MIDDLETOWN,DE,138,39.48964691100008,-75.74266213599998,76.19047619047619
5022441,PLEASANTS,EHV,500 KV,144513,PLEASANT HILL,WINFIELD,IL,138,41.90022727100006,-88.13511349099997,72.72727272727273
5022442,PRUNTYTOWN,EHV,500 KV,151803,PRUNTYTOWN,GRAFTON,WV,500,39.35097213300003,-80.06465954699996,100.0
5022442,PRUNTYTOWN,EHV,500 KV,122658,HUNTERTOWN,HUNTERTOWN,IN,138,41.221262214000035,-85.17766623099999,70.0
5022443,WYLIERIDGE,EHV,500 KV,146797,LAKERIDGE,WOODBRIDGE,VA,230,38.69243137800004,-77.29486848599998,73.6842105263158
5022443,WYLIERIDGE,EHV,500 KV,146405,BLUE RIDGE,BLUE RIDGE,VA,-999999,37.38548830600007,-79.79839528799994,70.0
5022444,YUKON,EHV,500 KV,146390,YUKON,WEST NEWTON,PA,500,40.20991266900006,-79.72461306599996,100.0
5022444,YUKON,EHV,500 KV,148211,UKNOWN,PETERSBURG,VA,115,37.08919503900006,-77.42517512699999,72.72727272727273
5133673,LIBERTY,AGGREGATE,,144517,LIBERTYVILLE,LIBERTYVILLE,IL,345,42.31378828100003,-87.97535784699994,73.6842105263158
5133673,LIBERTY,AGGREGATE,,132948,GILBERT,MILFORD,NJ,230,40.56637695100005,-75.16470925599998,71.42857142857143
5133673,LIBERTY,AGGREGATE,,144391,GILBERT,MILFORD,NJ,230,40.568729304000044,-75.16213125899998,71.42857142857143
6422624,CHAMBERS CCLP,AGGREGATE,,132623,CHAMBERS,PENNS GROVE,NJ,230,39.69421153600007,-75.48471163599999,76.19047619047619
6470135,SULLIVAN,AGGREGATE,,147783,SULLIVAN,BLUFF CITY,TN,500,36.44218485600004,-82.27951383299995,100.0
6470135,SULLIVAN,AGGREGATE,,160568,MULLIN,ALEXANDRIA,IN,138,40.271193622000055,-85.77470662699994,71.42857142857143
7174195,HAZLETON 3-4,AGGREGATE,,124997,HAZELTON,HAZLETON,PA,-999999,40.928811377000045,-76.04097461499998,70.0
7633629,RECO,ZONE,,146785,BECO,STERLING,VA,230,39.02455766700007,-77.43713271499996,75.0
8710376,FT MARTIN 1,AGGREGATE,,146435,FORT MARTIN,DILLINER,WV,500,39.71802127600006,-79.93357996699996,81.81818181818181
8717315,SOUTH BEND 1-4,AGGREGATE,,122730,SOUTH BEND,SOUTH BEND,IN,138,41.695959893000065,-86.19973764499997,83.33333333333334
9380549,GANS CC,AGGREGATE,,124593,GANS,LAKE LYNN,PA,138,39.74733629700006,-79.83791494299999,72.72727272727273
9380549,GANS CC,AGGREGATE,,124593,GANS,LAKE LYNN,PA,138,39.74733629700006,-79.83791494299999,72.72727272727273
9380671,GUILFORD CC,AGGREGATE,,124394,GUILFORD,GUILFORD TWP,PA,138,39.86392764200008,-77.69087703899999,84.21052631578947
9380671,GUILFORD CC,AGGREGATE,,124394,GUILFORD,GUILFORD TWP,PA,138,39.86392764200008,-77.69087703899999,84.21052631578947
11109223,HUNTERSTOWN CC,AGGREGATE,,123463,HUNTERSTOWN,GETTYSBURG,PA,115,39.86816982900007,-77.16455018799996,88.0
11109223,HUNTERSTOWN CC,AGGREGATE,,123463,HUNTERSTOWN,GETTYSBURG,PA,115,39.86816982900007,-77.16455018799996,88.0
11109223,HUNTERSTOWN CC,AGGREGATE,,122658,HUNTERTOWN,HUNTERTOWN,IN,138,41.221262214000035,-85.17766623099999,83.33333333333334
11109223,HUNTERSTOWN CC,AGGREGATE,,122658,HUNTERTOWN,HUNTERTOWN,IN,138,41.221262214000035,-85.17766623099999,83.33333333333334
11473604,BERGEN 2CC,AGGREGATE,,132405,BERGEN,RIDGEFIELD,NJ,345,40.83407160300004,-74.01649311099999,75.0
11473605,HAZLETON 1-4,AGGREGATE,,124997,HAZELTON,HAZLETON,PA,-999999,40.928811377000045,-76.04097461499998,70.0
11473606,HAZLETON 2-3,AGGREGATE,,124997,HAZELTON,HAZLETON,PA,-999999,40.928811377000045,-76.04097461499998,70.0
11517088,SOUTHBEND,EHV,500 KV,146705,SOUTHBEND,SHELOCTA,PA,500,40.64158330200007,-79.34597924799994,100.0
11855104,EAGLE POINT,AGGREGATE,,144388,EAGLE POINT,WEST DEPTFORD TWP,NJ,230,39.869695473000036,-75.13719472599996,100.0
11855104,EAGLE POINT,AGGREGATE,,146158,CHALK POINT,EAGLE HARBOR,MD,500,38.560304992000056,-76.68896132899994,72.72727272727273
11855104,EAGLE POINT,AGGREGATE,,154279,CEDAR POINT,SANDUSKY,OH,-999999,41.449621782000065,-82.67204982599998,72.72727272727273
12580877,GRAND POINT,AGGREGATE,,124393,GRAND POINT,GREENE TWP,PA,138,39.93861241900004,-77.60545367499998,100.0
18394940,STEEL CITY CT1,AGGREGATE,,143983,STEEL CITY,LOWER SAUCON TWP,PA,500,40.619749752000075,-75.30872970699994,83.33333333333334
18394941,STEEL CITY CT2,AGGREGATE,,143983,STEEL CITY,LOWER SAUCON TWP,PA,500,40.619749752000075,-75.30872970699994,83.33333333333334
18394942,STEEL CITY CT3,AGGREGATE,,143983,STEEL CITY,LOWER SAUCON TWP,PA,500,40.619749752000075,-75.30872970699994,83.33333333333334
18394944,STEEL CITY CT5,AGGREGATE,,143983,STEEL CITY,LOWER SAUCON TWP,PA,500,40.619749752000075,-75.30872970699994,83.33333333333334
18394945,STEEL CITY CT6,AGGREGATE,,143983,STEEL CITY,LOWER SAUCON TWP,PA,500,40.619749752000075,-75.30872970699994,83.33333333333334
18862527,GRANDPOINT T1,AGGREGATE,,124393,GRAND POINT,GREENE TWP,PA,138,39.93861241900004,-77.60545367499998,83.33333333333334
19623500,ROCK SPRINGS CT1,AGGREGATE,,123015,ROCK SPRINGS,CONOWINGO,MD,500,39.71772062000008,-76.16152692799994,85.71428571428572
19623500,ROCK SPRINGS CT1,AGGREGATE,,146224,SPRING BROOK,NAPERVILLE,IL,138,41.70280878600005,-88.16602186399996,71.42857142857143
19623501,ROCK SPRINGS CT2,AGGREGATE,,123015,ROCK SPRINGS,CONOWINGO,MD,500,39.71772062000008,-76.16152692799994,85.71428571428572
19623501,ROCK SPRINGS CT2,AGGREGATE,,146224,SPRING BROOK,NAPERVILLE,IL,138,41.70280878600005,-88.16602186399996,71.42857142857143
19623502,ROCK SPRINGS CT3,AGGREGATE,,123015,ROCK SPRINGS,CONOWINGO,MD,500,39.71772062000008,-76.16152692799994,85.71428571428572
19623502,ROCK SPRINGS CT3,AGGREGATE,,146224,SPRING BROOK,NAPERVILLE,IL,138,41.70280878600005,-88.16602186399996,71.42857142857143
19623503,ROCK SPRINGS CT4,AGGREGATE,,123015,ROCK SPRINGS,CONOWINGO,MD,500,39.71772062000008,-76.16152692799994,85.71428571428572
19623503,ROCK SPRINGS CT4,AGGREGATE,,146224,SPRING BROOK,NAPERVILLE,IL,138,41.70280878600005,-88.16602186399996,71.42857142857143
19623504,ROCK SPRINGS CT5,AGGREGATE,,123015,ROCK SPRINGS,CONOWINGO,MD,500,39.71772062000008,-76.16152692799994,85.71428571428572
19623504,ROCK SPRINGS CT5,AGGREGATE,,146224,SPRING BROOK,NAPERVILLE,IL,138,41.70280878600005,-88.16602186399996,71.42857142857143
19623505,ROCK SPRINGS CT6,AGGREGATE,,123015,ROCK SPRINGS,CONOWINGO,MD,500,39.71772062000008,-76.16152692799994,85.71428571428572
19623505,ROCK SPRINGS CT6,AGGREGATE,,146224,SPRING BROOK,NAPERVILLE,IL,138,41.70280878600005,-88.16602186399996,71.42857142857143
21601869,RONCO,EHV,500 KV,146451,RONCO,MASONTOWN,PA,500,39.86077137900003,-79.91629425299999,100.0
21616495,ROCKSPRINGS,EHV,500 KV,123015,ROCK SPRINGS,CONOWINGO,MD,500,39.71772062000008,-76.16152692799994,95.65217391304348
21616495,ROCKSPRINGS,EHV,500 KV,146224,SPRING BROOK,NAPERVILLE,IL,138,41.70280878600005,-88.16602186399996,78.26086956521739
22191899,HAGERSTOWN - AP,AGGREGATE,,122881,EAST HAGERSTOWN,HAGERSTOWN,MD,138,39.62253913500007,-77.66069368999996,80.0
22254167,FRONT ROYAL - AP,AGGREGATE,,147529,FRONT ROYAL,FRONT ROYAL,VA,500,38.968529352000076,-78.17746335799995,81.4814814814815
22465574,THURMONT - AP,AGGREGATE,,123965,THURMONT,THURMONT,MD,-999999,39.623238291000064,-77.40807188099996,76.19047619047619
29782761,CONASTONEHV     LMP,EHV,EHV,146549,CONASTONE,WHITE HALL,MD,500,39.68741801400006,-76.54039286299997,75.0
29782763,CONEMAUGEHV     LMP,EHV,EHV,147447,CONEMAUGH,NEW FLORENCE,PA,500,40.38980907700005,-79.05908612499996,75.0
29782763,CONEMAUGEHV     LMP,EHV,EHV,162048,CONEMAUGH,NEW FLORENCE,PA,115,40.38579968500005,-79.05925268699997,75.0
31447023,WARRIOR RIDGE,AGGREGATE,,123847,WARRIOR RIDGE HYDRO,LOGAN TWP,PA,-999999,40.54123721000008,-78.03441113399998,81.25
32411029,DANVILLE4 KV    T2,LOAD,4 KV,146728,EAST DANVILLE,DANVILLE,VA,230,36.60368389400003,-79.34794619499996,71.42857142857143
32411157,EBROAD  138 KV  T1,LOAD,138 KV,153211,BROADFORD (138 KV),SALTVILLE,VA,138,36.92073876500007,-81.68295248099997,70.58823529411764
32411159,EBROAD  138 KV  T2,LOAD,138 KV,153211,BROADFORD (138 KV),SALTVILLE,VA,138,36.92073876500007,-81.68295248099997,70.58823529411764
32411807,LEBANON 138 KV  T1,LOAD,138 KV,160155,PLANO (138 KV),PLANO,IL,138,41.68782542800005,-88.47423237799995,70.96774193548387
32412801,TAYLOR2 138 KV  T1,LOAD,138 KV,144510,TAYLOR (138 & 345KV),CHICAGO,IL,-999999,41.87089645400005,-87.63660127599996,70.27027027027026
32413025,WHUNTING69 KV   HOUDAILL,LOAD,69 KV,147589,HUNTING HILL,ROCKVILLE,MD,-999999,39.095394843000065,-77.20747879299995,70.58823529411764
32418337,BYLLESBY13 KV   BY2,GEN,13 KV,117062,BYLLESBY 2,IVANHOE,VA,138,36.78448550600007,-80.93530348499996,74.07407407407408
32661103,HATFIELD - PL,AGGREGATE,,146450,HATFIELD,CARMICHAELS,PA,500,39.85824864800003,-79.93320914999998,76.19047619047619
32661105,WEATHERLY,AGGREGATE,,140863,WAVERLY,NEWARK,NJ,-999999,40.69027374800004,-74.19843169799998,75.0
32661105,WEATHERLY,AGGREGATE,,144042,WAVERLY,PHILADELPHIA,PA,69,39.94493293900007,-75.16377257899995,75.0
32661105,WEATHERLY,AGGREGATE,,152358,WATER,AKRON,OH,-999999,41.074917232000075,-81.52613458199994,71.42857142857143
32661107,QUAKERTOWN,AGGREGATE,,122658,HUNTERTOWN,HUNTERTOWN,IN,138,41.221262214000035,-85.17766623099999,70.0
32661107,QUAKERTOWN,AGGREGATE,,146385,YEAGERTOWN,YEAGERTOWN,PA,230,40.63343882600003,-77.57725775099993,70.0
32661109,WATSONTOWN,AGGREGATE,,152855,WASHINGTON,CARROLLTON,OH,138,40.619300519000035,-81.01830430199999,70.0
32661109,WATSONTOWN,AGGREGATE,,160750,WASHINGTON,WASHINGTON,NC,-999999,35.50587204200008,-76.97571457499998,70.0
32661111,SCHUYLKILL HAVEN,AGGREGATE,,144039,SCHUYLKILL,PHILADELPHIA,PA,230,39.942033483000046,-75.18655430699994,76.92307692307692
32661111,SCHUYLKILL HAVEN,AGGREGATE,,144040,SCHUYLKILL,PHILADELPHIA,PA,230,39.942943627000034,-75.18783921599999,76.92307692307692
32661117,MIFFLINBURG,AGGREGATE,,147910,MILESBURG,MILESBURG,PA,230,40.94064255300003,-77.78685229899997,70.0
32661117,MIFFLINBURG,AGGREGATE,,147910,MILESBURG,MILESBURG,PA,230,40.94064255300003,-77.78685229899997,70.0
